Review,common_keywords_all,common_keywords_3_plus,all_keywords_combined
상체 쪽에 좀 뜨는 거 빼면 너무 예쁘고 활용 높음,,"높다, 빼다, 상체, 쪽, 활용","높다, 빼다, 상체, 쪽, 활용"
솔직히 글로나 옷이 가격대가 있고 호불호가 많이 갈려서 반신반의로 샀는데 생각보다 더 마음에 들네요 사이즈 고민 많이 했는데 딱 붙는 옷이라서 뱃살 부각 좀 있을 것 같아 으로 했는데 딱 좋은 것 같습니다 기장도 딱 너무 짧지 않아서 좋아요 기장 사이즈랑 밖에 차이 안 나 긴 합니다 상체 발달형인 인데 상체 딱 붙어요 사이즈 했으면 딱 꽉 꼈을 것 같은 아 무래도 딱 붙는 옷이라 체형 부각 좀 있긴 한데 다른 딱 붙는 옷들에 비해서는 부각이 덜 되는 신기한 옷입니다 다 만 배에는 힘 주고 다녀야 할 듯 특히나 치마 부분 디자인이 마음에 들어서 저는 잘 입을 것 같아 요 이건 잘 산 것 같슴 다 사진보다 움직이는 실물로 볼 때 훨 나아요 여건이 되시는 분들은 입어보고 구매하시기를 등 뒷 부분 팔 들거나 움직이면  조금 뜨긴 합니다, 사이즈,"기장, 부각, 사이즈, 상체, 여건, 움직이다","가격대가, 갈리다, 고민, 기르다, 기장, 디자인, 로나, 밖에, 반신반의, 발달, 뱃살, 부각, 부분, 붙다, 사이즈, 사진, 상체, 솔직하다, 실물, 여건, 움직이다, 짧다, 차이, 호불호"
소재가 좋아서 비침 전혀 없습니 당 맘에 들어 요 레이어드용, 소재,"레이어드, 비침, 소재, 없다, 전혀","레이어 드용, 레이어드, 비치다, 비침, 소재, 없다, 전혀"
디자인 너무 깔끔하고 예뻐요 미니멀하게 입 기 좋은 옷 같습니다, 디자인,"깔끔하다, 디자인, 멀다","깔끔하다, 깔다끄다, 디자인, 멀다, 미니, 미니 멀다, 미니멀다"
재질이 되게 시원하고 한 느낌이라 너무 예뻐요 기장이 짧긴 한데 레이어드 하면 예쁠거 같아 요 블랙도 구매하고 싶네요, 재질,"기장, 레이어드, 블랙, 시원하다, 재질, 짧다","기장, 되게, 레이어 드, 레이어드, 블랙, 시원, 시원하다, 싶다, 재질, 짧다, 하고"
아직 한 번도 안 입엇지만 이 뻐요 밑으로 갈수록 퍼져서 배나와도 숨 가능 근데 먼가 목이 하달까,,"가능, 갈수록, 멀다, 배다, 번, 지다, 퍼지다, 하달","가능, 갈수록, 근데, 끄다, 멀다, 목, 밑, 배다, 번, 아직, 엇, 엇지다, 지다, 퍼지다, 하달, 하달 끄다"
기장이 짧은 편이라 앉으실 떄 불편하실 수 있지만 핏이 너무 예쁩니다 화이트 색상이지만 재질이 해서 비침이 없어서 너무 좋아요 약간 입고 벗는 게 힘든 점이 있긴 해요 다른 컬러도 구매하고 싶어요 상체가 마르신 분들은 하셔도 괜찮아요,,"기장, 마르다, 벗다, 불편하다, 상체, 색상, 재질, 짧다, 화이트, 힘드다","기장, 마르다, 벗다, 불편, 불편하다, 비치다, 비침, 상체, 색상, 앉다, 재질, 짧다, 컬러, 편이, 핏, 화이트, 힘드다"
원단 하고 몸 잘 잡아줘 용 완전 화이트가 아닌 약간의 크림 색상도 너무 이쁜 듯합니당," 화이트,  잡다","색상, 아니다, 원단, 잡다, 크림, 화이트","몸, 색상, 아니다, 원단, 잡다, 크림, 화이트"
완전 타이트한 핏의 원피스에 요 팔 부각 적나래서 아직 밖에 못 입구 나 감듬직햐 보여요 살을 빼야죠," 타이트,  부각,  나래,  보이다,  빼다","감듬직햐, 나래, 밖에, 보이다, 부각, 빼다, 살, 원피스, 입구, 타이트, 핏","감듬직햐, 나래, 밖에, 보이다, 부각, 빼다, 살, 아직, 원피스, 입구, 타이트, 팔, 핏"
친구 선물해줬는데 잘 어울렸어 용 친구도 맘에 들어했습니당,,"니당다, 선물, 어울리다, 친구, 해주다","니당다, 선물, 선물 해주다, 어울리다, 어울림, 친구, 함, 해주다"
핏이 정말 예쁩니닷 마음에 들어서 검정색도 샀는데 저한텐 사이즈가 더 예뻤어여, 사이즈,"검정색, 들어서다, 사이즈, 핏","검정색, 닷, 들어서다, 사이즈, 핏"
핏이 진짜 예쁘고 재질이 두겹이라 비침도 없고 해서 좋아요 엄청 덥거나 그런 재질도 아니고 가격이 비싼 게 유일한 단점인데 세일할 때 구매해 허 만족합나당, 가격,"가격, 겹, 단점, 덥다, 비싸다, 세일, 유일하다, 재질","가격, 겹, 그렇다, 단점, 덥다, 만족하다, 비싸다, 비침, 세일, 아니다, 유일하다, 인데, 재질, 핏, 허다"
짧다는 후기 보고 산 건데도 단독으로 입기에는 짧네요 다른 색상하고 싶었는데 품절이여서 흰색 샀는데 흰색도 품절됐더라구 요 흰색이라도 얻어서 다행입니다,,"건데, 다행, 단독, 색상, 얻다, 이라도, 짧다, 품절, 후기, 흰색","건데, 다행, 단독, 돼다, 보고, 색상, 얻다, 이라도, 짧다, 품절, 하고, 후기, 흰색"
여름 휴가 가서 잘 입었어요 비침 없는데 시원하고 신축성이 좋아서 활동하기도 편하네요," 여름,  휴가,  시원하다","가다, 비침, 시원하다, 여름, 편하다, 활동, 휴가","가다, 비치다, 비침, 시원하다, 신축, 신축성, 없다, 여름, 편하다, 활동, 휴가"
여행 일 전에 급하게 주문했는데 출발 시간 전에 택배받고 여행에 잘 챙겨갔어요 빠른 배송 부탁드린다고 문의 드렸었는데 친절히 답변해주시고 빠른 배송해주셔서 감사합니다 키 작고 마른 체형인 분들 너무 예쁘게 입을 수 있는 원피스에요 흰색인데도 한 소재 때문에 비침 없었습니다 그래도 혹시 모르니 어두운색 속옷은 피해주세요 그리고 노출이 많은 디자인임에도 소재와 핏감 때문에 부담스 럽지 않게 예쁘게 입을 수 있는 원피스에 요 이 제월에는 가디건이랑 같이 코디해줘도 예쁠 원피스입니 당 여행 갈 때 꼭 챙겨가세요 기장이 짧아서 다리도 길어 보이게 잘 나오고 흰색이라 얼굴도 화사하게 잘 낭와요 인생 샷 무조건 건집니댜 여행에 가장 잘 챙겨 갓 단 생각이 드는 옷이에요,,"급하다, 부탁드리다, 빠르다, 소재, 친절하다, 흰색","급하다, 답변 해주다, 답변해주다, 두운 색, 드리다, 디자인, 때문, 무조건, 문의, 받다, 배송, 배송 해주다, 부담, 부탁드리다, 빠르다, 소재, 속옷, 스, 여행, 원피스, 이에요, 인데, 일, 작고, 전, 주문, 챙기다, 챙기다가다, 친절하다, 택배, 핏감, 해주다, 흰색"
진짜 이 원피스 첫 품절 뜨고 뜬 눈으로 지내다가 알림 뜨길래 바로 질러 버린 원피스 너무 짧은 원피수 안 좋아해서 엠으로 구매했습니다 기준 엠은 허벅지 중간쯤이네요 딱 좋은 기장감스판이라 밥 먹고도 숨쉬기 가능,,"기장감, 눈, 먹고다, 버리다, 숨쉬기, 엠, 원피스, 지내다, 지르다, 판이, 피다, 허벅지","기장감, 기장감스판, 기준, 눈, 먹고다, 버리다, 숨쉬기, 스, 알림, 엠, 원, 원 피다, 원피다, 원피스, 좋아하다, 중간, 지내다, 지르다, 짧다, 판이, 품절, 피다, 허벅지"
돈 없어서 살까 말까 고민했는데 사길 잘했어요 글로니 최고," 말다,  살다","고민, 말다, 살다, 없다, 최고","고민, 돈, 말다, 살다, 없다, 최고"
소재도 부드럽고 시원해서 좋아요 비침 없는 한 면인데도 시원한 게 신기하네요 조금 짧은 느낌은 있지만 키 인 제가 단독으로 입기에 무리 없는 길이였습니다," 부드럽다,  신기하다","길이, 단독, 무리, 부드럽다, 비침, 소재, 시원하다, 신기하다, 짧다","길이, 단독, 무리, 부드럽다, 비치다, 비침, 소재, 시원하다, 신기하다, 없다, 인데, 짧다, 키"
제가 살쪄서 좀 딱 맞긴 하긴 하지만 핏 진짜 맘에 들어서 블랙도 구매하려 구요, 맞다,"구요, 맞다, 블랙, 살찌다","구요, 들어서다, 맞다, 블랙, 살찌다, 핏"
짧다는 후기 보고 산 건데도 단독으로 입기에는 짧네요 다른 색상하고 싶었는데 품절이여서 흰색 샀는데 흰색도 품절됐더라구 요 흰색이라도 얻어서 다행입니다 예뻐서 마음에 들어용,,"다행, 단독, 색상, 얻다, 이라도, 짧다, 품절, 후기, 흰색","건데, 다행, 단독, 돼다, 보고, 색상, 얻다, 이라도, 짧다, 품절, 하고, 후기, 흰색"
진짜 딱 붙어 요 그래서 만족입니 당 허리라인 잡아줘서 좋고 밑단 이쁘게 퍼져요 길이는 많이 짧습니다 도 톰해서 비침 거의 없어요 요즘 글로니 질 다운되고 있는데 이 원피스는 추천합니다, 만족,"길이, 다운, 만족, 밑단, 붙다, 잡다, 추천, 퍼지다","길이, 다운, 라인, 만족, 밑단, 붙다, 비침, 원피스, 잡다, 질, 짧다, 추천, 톰, 톰해, 퍼지다, 허리, 허리 라인, 허리라인"
글로니 답게 재질도 하고 쫀득해요 신축성도 좋고 길이감은 조금 짧지먼 레이어드해서 입으면 너무 이 뻐요, 재질,"길이감, 답, 레이어드, 재질","길이 감다, 길이감, 답, 레이어 드, 레이어드, 멀다, 성도, 신축, 신축 성도, 신축성, 재질, 짧다, 쫀득, 쫀득해"
길이가 생각보다 조금 더 짧고 사이즈는 정말 딱 맞는 거 같아요, 짧다,"길이, 맞다, 사이즈, 짧다","길이, 맞다, 사이즈, 짧다"
소재가 엄청 해서 몸에 딱 달라붙어 요 길이는 생각보다 짧지만 안에 속 바지 잘 입고 입으면 될 것 같아요, 길이,"길이, 달라붙다, 몸, 바지, 소재, 짧다","길이, 달라붙다, 몸, 바지, 소재, 속, 짧다"
길이가 좀 짧긴 해요 조금 아슬아슬 한데 안에 속 바지 잘 입고 입으면 너무 이 쁠 것 같아 요 비침은 원단 자체가 하게 나와서 화이트 인 거 치고 그렇게 안비쳐요,,"그렇게, 길이, 나오다, 바지, 비치다, 비침, 아슬아슬, 자체, 치고, 화이트","그렇게, 길이, 나오다, 바지, 비치다, 비침, 속, 아슬아슬, 원단, 자체, 짧다, 치고, 화이트"
처음에는 허리와 배 부분이 약간 떠서 핏이 애매하다 생각했는데 오히려 편하게 입을 수 있는 것 같고 무엇보다 상체 부분은 잡아주고 라인으로 떨어지는 핏이 너무 예쁘고 마음에 들어요, 라인,"떨어지다, 라인, 상체, 애매하다, 잡다, 처음, 편하다, 허리","떨어지다, 라인, 배, 부분, 상체, 애매하다, 에는, 잡다, 잡다줌, 처음, 편하다, 허리"
허리가 인치 정도여서 그런지 허리와 배 부분이 좀 떠서 주름이 지는 게 아쉽긴 하지만 다른 부분은 다 잘 맞아요 길이도 제 키에 적당해요 핏도 라인으로 예쁘게 잡히고 재질도 주름이 쉽게 잡히거나 비치지 않는 소재라 마음에 들어 요 깔끔하고 고급스러운 느낌의 옷이에요, 고급스럽다,"고급스럽다, 길이, 깔끔하다, 라인, 부분, 쉬다, 인치, 잡히다, 재질, 주름, 지다, 허리","고급스럽다, 그렇다, 길이, 깔끔하다, 라인, 배, 부분, 비치, 비치지, 소재, 쉬다, 아쉽다, 이에요, 인치, 잡히다, 재질, 적당하다, 주름, 지다, 키, 핏, 허리"
약간 웨딩 촬영할 때 입으면 이 쁠 것 같다는 생각이 들었어요 한 느낌에 질이 좋고 엄청 슬림해 보여서 체형 보완을 원하시면 만족할 만한 옷이에요," 만족하다,  체형","만족하다, 보, 보완, 슬림해, 원하다, 웨딩, 체형, 촬영","만족하다, 보, 보완, 쁠, 슬림해, 여서, 원하다, 웨딩, 이에요, 질, 체형, 촬영"
핏이 진짜 도 라버렸습니다 허리를 탁 잡아주는 그 느낌 다 만 제가 키가 작아서 그런지 길이가 사 알짝 긴 느낌이었구 허리가 긴 체형인데 좀 더 길어 보이게 만들더라구 오 그렇지만 너무 예뻐 버려 요 최고야," 보이,  허리,  작다","그렇다, 길다, 길이, 느끼다, 버리다, 보이, 알짝, 작다, 체형, 최고, 허리","그렇다, 길다, 길이, 느끼다, 만들다, 만들다 구, 만들다구, 버리다, 보이, 사, 알짝, 오, 인데, 작다, 잡다, 체형, 최고, 키, 탁, 핏, 허리"
색상은 이 쁜 흰색이고 역시나 재질은 해요 후기대로 좀 짧아요 안에 속 바지를 바이커 팬츠를 입어야 하나 고민 중 대신 몸매랑 핏이 진짜 이 쁘게 잡아줘요 이 거 입고 밥은 못 먹는 걸로," 몸매,  바지","대신, 먹다, 몸매, 바지, 밥, 색상, 잡다, 재질, 팬츠, 후기, 흰색","걸, 고민, 대로, 대신, 먹다, 몸매, 바이, 바이 크다, 바이크다, 바지, 밥, 색상, 속, 이고, 잡다, 재질, 중, 짧다, 크다, 팬츠, 핏, 하나, 후기, 흰색"
거진 달 걸려서 받은 원피슈 나의 인 내심 테스트였어요 구랴도 진짜 너무 생각한 그대로의 옷이라 만족도 진짜 너무 편하고 입고 벗을 때도 편해 요 하지만 엄청 핏되서 배에 힘쥬고 다녀야 합니다 하지만 그 맛에 입는 고 아니겠어요 완전 맘에 들어 요 잘 입겠습니다,,"거진, 걸리다, 구랴, 그대로, 만족도, 벗, 원피슈, 편하다, 핏되, 힘쥬","거진, 걸리다, 구랴, 그대로, 내심, 달, 만족도, 맛, 받다, 배, 벗, 아니다, 원피슈, 테스트, 편하다, 핏되, 힘쥬"
예뻐요 뭐 살짝 만 묻어도 티 나긴 합니다 조심해서 입오야 해용,,"묻다, 오야, 조심하다","나기, 나다, 묻다, 오야, 조심, 조심하다, 티"
예뻐용 짧아도 쪼금 쪼여도 다 감수하고 입을 만합니다, 짧다,"감수, 짧다, 쪼금, 쪼이다","감수, 짧다, 쪼금, 쪼이다, 하고"
맘에 들어 요 생각보다도 훨씬 옷이 폼이 더 작더라도 요 쪼여요 그리고 키 기준으로도 엄청엄청 짧습니다, 쪼이다,"기준, 보다도, 으로도, 작다, 짧다, 쪼이다, 폼","기준, 기준으로도, 보다도, 으로도, 작다, 짧다, 쪼이다, 키, 폼"
원피스로 입기엔 짧은데 원래 레이어드용으로 산 거라 만족해요," 짧다,  원피스","레이어드, 만족하다, 원래, 원피스, 짧다","레이어 드용, 레이어드, 만족, 만족하다, 원래, 원피스, 짧다"
너무 예뻐요 재질도 맘에 드는데 조금 도 톰해서 여름엔 못 입겠어요, 재질,"여름, 재질, 톰해","여름, 재질, 톰해"
휘뚜루 마뚜루 입 기 너무 좋아요 다른 색상도 구매하고 싶어요,,"마뚜루, 색상, 싶다, 휘뚜루","마뚜루, 색상, 싶다, 하고, 휘뚜루"
하니 핏되어서 너무 이쁩니 당 믿고 사는 글로니,,"믿다, 살다","되어다, 믿다, 믿음, 살다, 핏, 핏 되어다"
짧지만 재질과 핏은 완벽한 그런 원피스 단독으로도 입어도 무난하고 셔츠나 같이 입어도 쪼아오," 단독,  재질","그렇다, 단독, 셔츠, 원피스, 으로도, 재질, 짧다, 쪼아오, 핏","그렇다, 단독, 셔츠, 완벽, 완벽하다, 원피스, 으로도, 재질, 짧다, 쪼아오, 핏, 하고"
스몰은 짧다는 후기가 많아 미디움으로 시켰는데도 제 키에도 뒤쪽은 살짝 짧다는 감이 있어요 하지만 핏은 끝장나줍미 다,,"끝장, 뒤쪽, 미디움, 밉다, 스몰, 줍다, 짧다, 키, 핏, 후기","끝장, 끝장줍다밉다, 뒤쪽, 많다, 미디움, 밉다, 스몰, 줍다, 짧다, 키, 핏, 후기"
길이는 좀 짧지만 너무 예뻐요 가디건이랑 입으면 이 빠요, 짧다,"가디건, 길이, 빠, 짧다","가디건, 길이, 빠, 빠다, 짧다"
입기 조금 힘들지만 핏도 좋고 사이즈도 잘 맞아요, 맞다,"맞다, 사이즈, 핏, 힘들다","맞다, 사이즈, 핏, 힘들다"
핏도 재질도 너무 좋아요 흰색 원피스는 좀 해 보일 수 있는데 말라보여서 잘 산 거 같아 요 좀 짧지만 잘 입을 게요," 짧다,  재질","말라보, 보이다, 원피스, 재질, 짧다, 핏, 흰색","말라보, 보이다, 산, 여서, 원피스, 재질, 짧다, 핏, 흰색"
처음에 입었을 때 흉통이 미치도록 쪼이지만 시간 지나면 좀 편해져서 괜찮아요 사 서 좀 기장이 많이 짧아서 반바지 입었는데 예뻐요 허리 잡아주고 예쁘게 라인 잡아줘서 사진 찍기 너무 좋았어요 재질도 약간 한 수영복 느낌나고 값 한 거 같아요,,"미치다, 반바지, 쪼이다, 찍기, 편하다, 흉통","기장, 느끼다, 미치다, 반바지, 사진, 서다, 수영복, 잡다, 재질, 지나다, 쪼이다, 찍기, 처음, 편하다, 허리, 흉통"
입기 좀 힘들지만 핏도 너무 예쁘고 디자인도 마음에 들어요,,"디자인, 핏, 힘들다","디자인, 핏, 힘들다"
너무 딱 붙는 건 싫어서 한 사이즈 업했더니 딱이네요 핏 예뻐요,,"딱이다, 붙다, 사이즈, 싫다, 업","딱이다, 붙다, 사이즈, 싫다, 업, 핏"
핏이 정말 예뻐요 레이어드로 와이드 팬츠 매치하거나 겉에 가디건 셔츠 매치해서 한 벌로 여러 스타일 시도 할 수 있어서 정말 만족스럽습니다," 셔츠,  만족스럽다","가디건, 만족스럽다, 매치, 매치다, 셔츠, 스타일, 시도, 여러, 와이드, 팬츠, 핏","가디건, 겉, 레이어 드, 레이어드, 만족스럽다, 매치, 매치다, 벌, 셔츠, 스타일, 시도, 여러, 와이드, 팬츠, 핏"
생각보다 두꺼워서 하게 입기 좋아요 몸에 예쁘게 핏 됨,,두껍다,"두껍다, 몸"
믿고 사는 글로니 처음 룩 북 나왔을 때부터 너무 사고 싶었어 용 재질이 엄청 해서 마음에 들어 용 근데 뱃살이 좀 부각돼서 위에 뭘 입고 입어야 돼요 어딘가에 구겨놔서 주름이 좀 져 있는데 주름이 잘 지는 편은 아니에요, 주름,"돼다, 믿다, 살다, 아니다, 어딘가, 재질, 주름, 지다, 처음","구기다, 구기다 놓다, 구기다놓다, 나오다, 놓다, 돼다, 룩, 뭘, 믿다, 뱃살, 부각, 부각돼다, 북, 사고, 살다, 아니다, 어딘가, 위, 재질, 주름, 지다, 처음, 편"
믿고 사는 글로니 처음 룩 북 나왔을 때부터 너무 사고 싶었어 용 재질이 엄청 해서 마음에 들어 용 근데 뱃살이 좀 부각돼서 위에 뭘 입고 입어야 돼요,,"나오다, 믿다, 부각, 사고, 살다, 재질","근데, 나오다, 돼다, 믿다, 뱃살, 부각, 사고, 살다, 싶다, 재질, 처음"
엄청 한 재질이 네용 제 키에 딱 괜찮은 길이에 요,,"길이, 재질, 키","길이, 재질, 키"
사이즈 고민 진짜 많이 했는데 저 체구가 작은 편인데도 미듐 딱 맞아 요 소재는 하구 핏이 좋아요 블랙도 살꺼에요, 소재,"고민, 구가, 미듐, 블랙, 사이즈, 살다, 소재, 작다, 펴다, 핏","고민, 구가, 맞다, 미듐, 블랙, 사이즈, 살다, 소재, 작다, 체, 체 구가, 체구, 펴다, 핏"
하 인 생원피스입니다 꼭 사주 세 여 고민하신다면 구매 각,,"고민, 사주, 원피스","고민, 꼭, 사주, 생, 생 원피스, 생원피스, 세, 원피스"
글로니 핏 말해 머해 고 하게 딱 잡아줘서 완전 좋아요 입으면 백배 이 쁨 이 옷을 안 샀다먄 지금쯤 땅을 치고 후회했을 것입니다, 잡다,"말, 백배, 잡다, 지금, 후회","말, 머, 백배, 쁨, 샀다먄, 잡다, 지금, 쯤, 치고, 핏, 후회"
글로니 핏 말해 뭐 해 기 본인데 러블리한 딱 글로니 감성 그 자체,,"감성, 러블리, 자체","감성, 러블리, 말, 자체, 핏"
가슴 부분이 쪼여서 좀 힘들어요 기장도 약간 짧지만 그래도 이 뻐서 괜찮아요," 기장,  부분,  짧다","가슴, 기장, 부분, 짧다, 쪼이다, 힘들다","가슴, 기장, 부분, 짧다, 쪼이다, 힘들다"
핏 너무 이쁜고 색상도 완전 화이트라 좋은데 길이가 좀 짧아요, 길이,"길이, 색상, 짧다, 화이트","길이, 색상, 짧다, 핏, 화이트"
깔별로 구매 완료했습니다 화이트 원피스지만 비침이 심하지 않아서 블랙 컬러 속옷만 아니면 괜찮을 것 같아요," 심하다,  블랙","깔별, 블랙, 비침, 속옷, 심하다, 아니다, 완료, 원피스, 컬러, 화이트","깔별, 블랙, 비치다, 비침, 속옷, 심하다, 아니다, 완료, 원피스, 컬러, 화이트"
휴가 때 입으려고 샀어요 레이어드해도 이 쁘고 여름에 단독으로 입어도 이쁠 거 같아요,,"단독, 레이어드, 여름, 휴가","단독, 레이어 드 해도, 레이어드, 여름, 휴가"
허리를 좀 잡아줬으면 했는데 그렇진 않아서 좀 별론데 이 거 아님 다 좋음,,"그렇다, 론데, 아니다, 주다, 허리","그렇다, 론데, 별, 아니다, 잡다, 잡다 주다, 잡다주다, 주다, 허리"
왜 다들 글로니 글로니 하는 줄 알겠네요 핏이 진짜 예뻐요 수영복 재질에 시원한 느낌,,"수영복, 시원하다, 알다, 재질, 핏","수영복, 시원하다, 알다, 재질, 핏"
작을까봐 걱정했는데 한 수영복 재질이라 잘 늘어나더라구 요 다만 많이 짧기는 해서 청바지랑 레이어드해서 입어야 할 것 같습니다," 작다,  짧다,  수영복,  재질","걱정, 늘어나다, 레이어드, 수영복, 작다, 재질, 짧다, 청바지","걱정, 구, 늘어나다, 늘어나다 구, 늘어나다구, 레이어 드, 레이어드, 수영복, 작다, 재질, 짧다, 청바지"
두 겹이라 비치 지도 않고 완전 합니다 올해 원피스 중 제일 이쁜듯 요 너무 맘에 들어서 세칼라 구매했습니다, 원피스,"겹, 들어서다, 비치, 올해, 원피스","겹, 들어서다, 비치, 세칼라, 올해, 원피스, 제일, 칼라"
일단 색감이 완전 흰색이라 마음에 들어 요 애매한 흰색 아닌 게 넘 좋아요 딱 맞게 입고 싶어서 샀는데 뱃살 부각 있고 저보다 키 크 신 분들은 사셔야 할 것 같아요,,"맞다, 뱃살, 부각, 색감, 애매하다, 크다, 흰색","맞다, 뱃살, 부각, 분, 색감, 신, 아니다, 애매하다, 크다, 키, 흰색"
글로니 말 모 말 모 글로니 핏 이 쁜 거 두말하면 입 아파요,,"말, 아프다","말, 쁜, 아프다, 핏"
깔끔하고 너무 예쁩니다 여름에 편하게 자주 입을 것 같아 요 조금 짧긴 하지만 제 키가 더 짧아서 괜찮아요, 여름,"여름, 짧다, 키, 편하다","깔끔하다, 깔다끄다, 여름, 짧다, 키, 편하다"
