Review,Processed_Review,common_keywords_all,common_keywords_3_plus
"편하게 입으려고 S산건데
XS이 핏은 더 이뻤을꺼같아요
그래도 믿고사는 무탠다드!!!!",편하게 입으려고 S 산 건데 XS이 핏은 더 이뻤을 거 같아요 그래도 믿고 사는 무탠다드,,"xs, 건데, 믿다, 살다, 편하다, 핏"
생각보다 꽤 기장이 길어요 158인데 딱 무릎 위로 오는 길이었어요 저는 더 짧은 게 예쁠 것 같아서 수선해 입으려고요~ 핏은 정말 예뻤습니다 다만 옷이 정말정말정말 얇아서 자연광이나 조명 밑에서 다리 실루엣 다 비쳐요 속바지 필수인 듯,생각보다 꽤 기장이 길어요인데 딱 무릎 위로 오는 길이었어요 저는 더 짧은 게 예쁠 것 같아서 수선해 입으려고요 핏은 정말 예뻤습니다 다만 옷이 정말 정말 정말 얇아서 자연광이나 조명 밑에서 다리 실루엣 다 비쳐요 속바지 필수인 듯,,"기장, 다리, 무릎, 밑, 비치다, 수선하다, 얇다, 오다, 위로, 인데, 자연, 조명, 짧다, 필수"
"허리가 좀 크긴하지만 핏은 전체적으로 마음에 들어요
가성비 좋은 옷입니다
근데.... 치명적인 단점은 얇아서 속옷이 비칩니다-_ㅠ",허리가 좀 크긴 하지만 핏은 전체적으로 마음에 들어요 가성비 좋은 옷입니다 근데 치명적인 단점은 얇아서 속옷이 비칩니다," 크다,  단점","가성비, 단점, 비치다, 속옷, 얇다, 전체, 치명, 크다, 허리"
"여름에 휘뚜루마뜌루 잘 입을것 같아요
얇아서 시원해요
근데 입고벗을때 빡세요 ㅋㅋ
xs시켰으면 못입을뻔햤네 휴",여름에 휘뚜루마뚜루 잘 입을 것 같아요 얇아서 시원해요 근데 입고 벗을 때 빡세요 xs시켰으면 못입을뻔햤네 휴, 얇다,"근데, 못, 벗, 빡세, 뻔햤, 시원하다, 얇다, 여름"
핏도 예쁘고 굉장히 마음에 들었어요 여름에 꾸안꾸 스타일로 입기 좋은 것 같아요!! 가성비도 좋습니다 추천해요😌,핏도 예쁘고 굉장히 마음에 들었어요 여름에 꿈 안 꾸 스타일로 입기 좋은 것 같아요 가성비도 좋습니다 추천해요," 여름,  가성비","가성비, 굉장하다, 꾸다, 스타일, 여름, 추천, 핏"
인쇼에 비슷한 제품들은 모두 짧고 허리라인 끈달린거라 사기가 싫었는데 무신사껀 허리라인 살짝 들어가고 길이부터 너무 마음에 들어요 모든게 다 만족합니다 고민하면 시간아깝습니다 그냥 사시효 조금만 더 길었으면 깔별로 다샀는데 그래도 큰키에 만족합니다... 꾸..안...꾸.... 삽가능입니다,이쇼에 비슷한 제품들은 모두 짧고 허리라인 끈 달린 거라 사기가 싫었는데 무신 사건 허리라인 살짝 들어가고 길이부터 너무 마음에 들어요 모든 게 다 만족합니다 고민하면 시간 아깝습니다 그냥 사서 효 조금만 더 길었으면 깔 별러 다 샀는데 그래도 큰 키에 만족합니다 꿈 안 꾸 삽과 능입니다,,"고민, 길이, 꾸다, 능, 라인, 만족하다, 모든, 무신, 사건, 허리"
"휘뚜루마뚜루 가성비 짱이네요.
이런 브랜드 원피스 폴*랑 라**테 있는데...
그것들보다 핏이 훨씬 이쁘고 시원합니다!!",휘뚜루마뚜루 가성비 최고네요 이런 브랜드 원피스 폴랑 라테 있는데 그것들보다 핏이 훨씬 이쁘고 시원합니다," 브랜드,  가성비","가성비, 라테, 브랜드, 시원하다, 원피스, 이렇다, 최고, 폴, 핏, 휘뚜루마뚜루"
S사이즈와 M사이즈 중 뭘 사야할지 고민 끝에 S사이즈 구매했는데 잘 맞아요!! 앉으면 좀 짧긴하지만 전체적으로 만족합니당,S사이즈와 M사이즈 중 뭘 사야 할지 고민 끝에 S사이즈 구매했는데 잘 맞아요 앉으면 좀 짧긴 하지만 전체적으로 만족합니다," 짧다,  전체,  만족하다","고민, 만족하다, 맞다, 사이즈, 앉다, 전체, 짧다"
예뻐용 근데 다리쪽 살짝 비치네요 ㅠ ㅠ 이너 잘 챙겨입어야할듯,예뻐요 근데 다리 쪽 살짝 비치네요 이너 잘 챙겨 입어야 할 듯, 이너,"다리, 비치다, 이너, 챙기다"
피케 원피스 사고 싶어서 브랜드랑 인쇼 여기저기 보다가 무신사에서 겟.. 근데 생각보다 넘 만족! 얇긴한데 핏하게 잡아줘서 예뻐용 색도 네이비라 넘 예쁘고 어깨가 좀 딱 맞긴 하는데 그래도 추천입니당😛,피케 원피스 사고 싶어서 브랜드랑 인소 여기저기 보다가 무신사에서 겟 근데 생각보다 너무 만족 얇긴 한데 피하게 잡아줘서 예뻐요 색도 네이비라 너무 예쁘고 어깨가 좀 딱 맞긴 하는데 그래도 추천입니다," 색도,  브랜드","만족, 브랜드, 사고, 색도, 얇다, 어깨, 여기저기, 잡다, 추천, 피케, 피하"
"잘 입고 있어요 이쁘고 상큼해보이네요 허리라인이 살짝 들어가서 날씬해보여요
대부분은 만족하는데 다른 분들 말처럼 비침이 있어요 밝은 곳 가면 옷 안의 다리가 비침ㅜ
길이도 좋긴 한데 제가 키가 커서 살짝 더 길면 더 잘 입을 것 같아요",잘 입고 있어요 이쁘고 상큼해 보이네요 허리라인이 살짝 들어가서 날씬해 보여요 대부분은 만족하는데 다른 분들 말처럼 비침이 있어요 밝은 곳 가면 옷 안의 다리가 비침 길이도 좋긴 한데 제가 키가 커서 살짝 더 길면 더 잘 입을 것 같아요,,"가면, 길다, 길이, 날씬하다, 대부분, 들어가다, 만족하다, 밝다, 보이다, 비침, 상큼, 커서, 키"
원하는 가격대 원하는 색상 원하는 핏감 모두 만족,원하는 가격대 원하는 색상 원하는 핏 감 모두 만족,,"가격, 만족, 색상, 원하다"
여행가서도 잘입고 평소에도 너무 잘입고 있습니다! 핏이 예쁨,여행 가서도 잘 입고 평소에도 너무 잘 입고 있습니다 핏이 예쁨,,"가다, 여행, 평소, 핏"
20살 되어서 처음으로 입고싶은 원피스 사본건데 너무너무 만족하면서 잘 입고 있습니다 !! 주변 사람들은 20대 중후반으로 보인다고 하지만 .. 그래도 저는 굿초이스라고 생각합니다 ㅠㅠ!!,살 되어서 처음으로 입고 싶은 원피스 사본 건데 너무너무 만족하면서 잘 입고 있습니다 주변 사람들은 대 중후반으로 보인다고 하지만 그래도 저는 굿초이스라고 생각합니다, 중후,"건데, 대다, 만족하다, 보이다, 사람, 원피스, 중후, 처음, 초이스"
"허리라인 잡아줘서 좋슴등
배에 힘주고 다녀요
속바지 입으세요",허리라인 잡아줘서 좋음 등 배에 힘주고 다녀요 속바지 입으세요,,"라인, 배, 속바지, 잡다, 허리, 힘주다"
길이가 짧지 않아서 좋고 가성비로 입기 좋은 것 같아요!,길이가 짧지 않아서 좋고 가성비로 입기 좋은 것 같아요, 짧다,"가성비, 길이, 짧다"
짧을 거 알고 샀지만 대박 짧음 어깨선이랑 가슴 딱 맞고 배 부분 넉넉 치마는 약간 A라인으로 떨어짐,짧을 거 알고 샀지만 대박 짧음 어깨선이랑 가슴 딱 맞고 배 부분 넉넉 치마는 약간 A 라인으로 떨어짐," 짧다,  치마,  가슴","가슴, 대박, 떨어지다, 라인, 부분, 어깨, 짧다, 치마"
"사이즈 한사이즈 더 작게 구매하는 게 예뻤을 것 같지만 그냥 넉넉하게 입는 것도 나쁘지 않아 교환하지 않았어요! 
생각보다 얇고 비침이 있어 속치마를 입고 입었습니다.",사이즈 한 사이즈 더 작게 구매하는 게 예뻤을 것 같지만 그냥 넉넉하게 입는 것도 나쁘지 않아 교환하지 않았어요 생각보다 얇고 비침이 있어 속치마를 입고 입었습니다," 교환,  작다","교환, 나쁘다, 넉넉하다, 비침, 사이즈, 얇다, 작다, 치마"
상의가 생각보다 타이트하고 소재도 좀 얇아요 시원하긴 할거같아요,상의가 생각보다 타이트하고 소재도 좀 얇아요 시원하긴 할 거 같아요," 타이트,  소재","상의, 소재, 시원하다, 얇다, 타이트"
"약간 요런 너낌 ?? 길이 참거하세용 ~~
예쁘게 짧아요 ~~ 그래서 속바지는 필수입니당",약간 요런 너 김 길이 참 거하세요 예쁘게 짧아요 그래서 속바지는 필수입니다," 짧다,  길이","길이, 속바지, 요런, 짧다, 차다, 필수"
"꾸안꾸로 너무 좋아요,, 답답하지 않고 확실히 시원한듯",꾸안꾸로 너무 좋아요 답답하지 않고 확실히 시원한 듯," 시원하다,  꾸안꾸","꾸안꾸, 답답하다, 시원하다, 확실하다"
"이뻐요 기본 아이템으로 너무 맘에 들어요 
네이비 색도 진해서 좋습니다",이뻐요 기본 아이템으로 너무 맘에 들어요 네이비 색도 진해서 좋습니다," 기본,  색도,  네이비","기본, 네이비, 색도, 아이템, 진하다"
길이가 딱이네요 너무 짧지도 길지도 않는 활동성 좋아요 바디쉐입도 딱 예쁘게 떨어지는 것 같아요!,길이가 딱이네요 너무 짧지도 길지도 않는 활동성 좋아요 바디쉐입도 딱 예쁘게 떨어지는 것 같아요, 길이,"길이, 딱이다, 떨어지다, 바디, 입도, 짧다"
"키가 큰편인데 생각보다 안짧아서 좋았어용!
예쁩니당",키가 큰 편인데 생각보다 안 짧아서 좋았어요 예쁩니다, 짧다,"짧다, 크다, 키"
역시 무탠다드는 가성비 최고네요 평범한 체격이신 분들은 m 추천드립니당,역시 문탠 다 드는 가성비 최고네요 평범한 체격이신 분들은 m 추천드립니다, 가성비,"가성비, 드리다, 문탠, 분, 이신, 체격, 최고, 평범하다"
"168에 55인데 기장도 딱이고 적당히 피트되며 가볍고 편해요
배짤 좀더 빼고 입으면 더 이쁠것같아요",에인데 기장도 딱이고 적당히 피트되며 가볍고 편해요 배짱 좀 더 빼고 입으면 더 이쁠 것 같아요," 기장,  빼다","가볍다, 기장, 딱이다, 배짱, 빼다, 인데, 적당하다, 편하다, 피트"
생각보다 많이 두껍지 않아 엄청 더운 날씨에 입어도 나쁘지 않은 재질이에요. 네이비 색상이 적당히 선명해서 색이 바래보이거나 하지는 않아 좋아요. 가슴 쪽 단추 채우는 부분이 적당히 텐션이 좋아서 안쪽이 보일 염려가 없어요. 다만 조금 비치는게 있네요.,생각보다 많이 두껍지 않아 엄청 더운 날씨에 입어도 나쁘지 않은 재질이에요 네이비 색상이 적당히 선명해서 색이 바래 보이거나 하지는 않아 좋아요 가슴 쪽 단추 채우는 부분이 적당히 텐션이 좋아서 안쪽이 보일 염려가 없어요 다만 조금 비치는 게 있네요,,"날씨, 두껍다, 보이다, 부분, 재질, 적당하다, 텐션"
살짝 비쳐요 하지만 핏이 너어어무 맘에 들어서 올여름 교복템이에용ㅋㅎㅋㅎㅋㅋ 얇아서 금방 마르고 좋아유~~,살짝 비쳐요 하지만 핏이 너어어무 맘에 들어서 올여름 교복 탬이에 용 얇아서 금방 마르고 좋아유," 마르고,  금방","교복, 금방, 들어서다, 마르고, 비치다, 얇다, 올여름, 탬이, 핏"
피케 원단이 탄탄해서 속옷 라인이 드러나지 않는 게 좋고 너무 딱 달라붙지 않아 단정하게 입을 수 있습니다 기장도 널널합니다,피케 원단이 탄탄해서 속옷 라인이 드러나지 않는 게 좋고 너무 딱 달라붙지 않아 단정하게 입을 수 있습니다 기장도 널찍합니다," 기장,  라인,  드러나다","기장, 단정하다, 달라붙다, 드러나다, 라인, 속옷, 원단, 탄탄하다, 피케"
고민하다가 S했는데 잘한거같아요! 군살이 다 커버되지는 않지만 편하고 예쁘게 입을 수 있슴니다,고민하다가 S 했는데 잘한 거 같아요 군살이 다 커버되지는 않지만 편하고 예쁘게 입을 수 있습니다, 커버,"고민, 군살, 커버, 편하다"
허리가 들어가서 라인이 살아요! 다만 기장이 조금 길어요,허리가 들어가서 라인이 살아요 다만 기장이 조금 길어요, 라인,"기장, 들어가다, 라인, 살다, 허리"
"작년에 산 블랙XS있는데 승마살?골반쪽 살이 좀 부각돼서 네이비는 S로샀는데 전체적으로 커서 편하긴한데 핏은 xs이 더 예쁘네요!ㅠ
첫번째사진이 네이비S 두번째가 블랙XS
교환하기 귀찮아서 그냥 입으려구요 그리고 네이비가 좀 진해서 굳이 색상 두개 다 안사도 될거같아요",작년에 산 블랙 XS 있는데 승마 살고 반쪽 살이 좀 부각돼서 네이비는 S로 샀는데 전체적으로 커서 편하긴 한데 핏은 xs이 더 예쁘네요 첫 번째 사진이 네이비 S 두 번째가 블랙 XS 교환하기 귀찮아서 그냥 입으려구요 그리고 네이비가 좀 진해서 굳이 색상 두 개 다 안 사도 될 거 같아요,,"교환, 구, 귀찮다, 네이비, 반쪽, 블랙, 사진, 살, 살이, 색상, 승마, 전체, 커서"
"사이즈도 여유있고 기장도 딱 여유있어서 좋았어요!
몸에 붙지도않고 재질도 시원해서 한여름까지 너무 잘입을고같아용",사이즈도 여유 있고 기장도 딱 여유 있어서 좋았어요 몸에 붙지도 않고 재질도 시원해서 한여름까지 너무 잘 입을 고 같아 용, 재질,"기장, 몸, 붙다, 사이즈, 시원하다, 여유, 재질"
길이가 너무 짧지 않아서 좋아요. 면도 더운 면 아니어서 시원하게 입을 수 있겠네요.,길이가 너무 짧지 않아서 좋아요 면도 더운 면 아니어서 시원하게 입을 수 있겠네요," 덥다,  짧다,  길이","길이, 덥다, 면도, 시원하다, 아니다, 짧다"
"생각보다 벙벙하게 커요
xs 사도 신축성 좋아서 잘 맞을듯",생각보다 벙벙하게 커요 xs 사도 신축성 좋아서 잘 맞을 듯," 크다,  사도","xs, 맞다, 벙벙하다, 사도, 신축, 크다"
강아지랑 산책갈 때나 동네 잠깐 나갈 때 편하게 입고 다녀요! 예뻐용,강아지랑 산책 갈 때나 동네 잠깐 나갈 때 편하게 입고 다녀요 예뻐요, 동네,"강아지, 동네, 산책, 편하다"
다른 후기들 보고 타이트하게 입기 싫어서 스몰로 했더니 딱 편하게 입기 좋아요. 소재 확인은 제대로 안했는데 그렇게 덥지 않아서 한여름에도 입기 좋아요,다른 후기들 보고 타이트하게 입기 싫어서 스몰로 했더니 딱 편하게 입기 좋아요 소재 확인은 제대로 안 했는데 그렇게 덥지 않아서 한여름에도 입기 좋아요, 타이트,"그렇게, 덥다, 소재, 스몰, 싫다, 제대로, 타이트, 편하다, 한여름, 확인, 후기"
편하고 땀흡수도 빨라서 여름 교복템으로 입고 다니고 있어요. 길이도 짧지 않아서 키 큰 분들한테도 추천드려요!,편하고 땀 흡수도 빨라서 여름 교복 템으로 입고 다니고 있어요 길이도 짧지 않아서 키 큰 분들한테도 추천드려요, 길이,"교복, 길이, 드리다, 라서, 분, 여름, 짧다, 크다, 편하다, 흡수"
"얇긴한데 엄청 비치는 느낌은 아니라 속바지 입고 입으면 괜찮고 허리 라인 살짝 잡아줘서 죠습니다
다만 허리 옆라인은 잡아주는데 앞뒤로는 잡아주는 라인이 없어서 옆에서 보면 약간 뜨긴 하는데 길이도 적당하고 괜찮아여",얇긴 한데 엄청 비치는 느낌은 아니라 속바지 입고 입으면 괜찮고 허리 라인 살짝 잡아줘서 죠습니다 다만 허리 옆라인은 잡아주는데 앞뒤로는 잡아주는 라인이 없어서 옆에서 보면 약간 뜨긴 하는데 길이도 적당하고 괜찮아요, 라인,"길이, 라인, 비치다, 습니, 아니다, 옆, 잡다, 허리"
키 166한테 M사이즈 적당하니 딱 맞는듯해여 ㅎ,키한테 M사이즈 적당하니 딱 맞는듯해요, 적당하다,"맞다, 사이즈, 적당하다, 키"
너무 짧지 않아서 좋아요 167에 무릎 약간 위로 떨어져서 부담ㅇ없습니다,너무 짧지 않아서 좋아요에 무릎 약간 위로 떨어져서 부담 없습니다," 짧다,  무릎","떨어지다, 무릎, 부담, 없다, 위로, 짧다"
Pk 원피스 갖고 싶었는데 무신사 스탠다드가 가격도 괜찮고 후기도 좋아 구매했어요. 비침이 약간 있지만 만족해요.,Pk 원피스 갖고 싶었는데 무신사 스탠더드가 가격도 괜찮고 후기도 좋아 구매했어요 비침이 약간 있지만 만족해요,,"가격, 만족하다, 물다, 비침, 스탠더드, 원피스, 후기"
색감도 적당하고 원피스 길이가 적당해서 좋아요!! 완전 기본템이라 여름에 입기 좋을 것 같아요!!,색감도 적당하고 원피스 길이가 적당해서 좋아요 완전 기본 템이라 여름에 입기 좋을 것 같아요,,"기본, 길이, 색감, 여름, 원피스, 적당하다"
"M 사이즈 작으려나 너무 핏되어 보기 싫을까 고민하며 시켰는데 군살 잘 커버해주고 적당히 핏되어 기분좋네요!
상체가 더 튼실한 체형인데 비교적 잘 가려주는 것 같아요^^
살을 빼면 더 예쁘겠죠 ㅎㅎ",M 사이즈 작으려나 너무 핏되어 보기 싫을까 고민하며 시켰는데 군살 잘 커버해 주고 적당히 핏되어 기분 좋네요 상체가 더 튼실한 체형인데 비교적 잘 가려주는 것 같아요 살을 빼면 더 예쁘겠죠, 튼실하다,"가다, 군살, 보기, 비교, 사이즈, 상체, 싫다, 작다, 적당하다, 체형, 커버, 튼실하다"
허리가 길어서 L 샀더니 딱 좋아요 비치긴 한데 색이 네이비라 속옷 색이 무슨색인지까진 보이진 않아요,허리가 길어서 L 샀더니 딱 좋아요 비치긴 한데 색이 네이비라 속옷 색이 무슨 색인지까진 보이진 않아요, 비치다,"네이비, 보이다, 비치다, 색, 속옷, 인지, 허리"
키가 큰데도 적당한 길이라서 더 이뻤어요 키크신 분들 잡입을거같습니다!!!,키가 큰데도 적당한 길이라서 더 이뻤어요 키 크신 분들 잡임을 거 같습니다, 적당하다,"길이, 라서, 분들, 잡임, 적당하다, 크다, 키"
너무 이쁨!!!! 그런데 조금 길어서 한 단 줄였어요 더 슬림해보이고 재질도 좋아서 오래입을 것 같아요,너무 이쁨 그런데 조금 길어서 한 단 줄였어요 더 슬림 해 보이고 재질도 좋아서 오래 입을 것 같아요, 보이,"보이, 슬림, 오래, 재질"
길이도 딱맞고 아주 맘에 듭니당 여름에 잘 입고다녔어요 ㅎㅎ,길이도 딱 맞고 아주 맘에 듭니다 여름에 잘 입고 다녔어요,,"길이, 맞다, 여름"
그렇게 시원한 재질은 아니지만 예뻐서 만족해요!,그렇게 시원한 재질은 아니지만 예뻐서 만족해요,,"만족하다, 시원하다, 아니다, 재질"
너무 예뻐요!핏해서 날씬해보이구 얇아서 시원해요!,너무 예뻐요 피해서 날씬해 보이고 얇아서 시원해요,,"날씬하다, 보이, 시원하다, 얇다, 피해"
동생주려고 샀는데 괜찮아요 160-164 45-50 정도되시는 분들은 s입ㅇㅡ세요,동생 주려고 샀는데 괜찮아요 정도 되시는 분들은 s입세요,,"동생, 려고, 분"
다른 분들 후기처럼 비치는 건 있어서 반드시 속치마나 속바지 입고 입어야 해요 ㅠㅠ 근데 많이 비치진 않고 생각보다 옷 소재도 탄탄해서 꾸안꾸룩으로 잘 입을 거 같아요! XS랑 S 고민하다가 소매 길이 때문에 S 했는데 잘 선택한 거 같아요 조금 더 핏하게 붙었으면 좋겠는데 허리라인 들어가 있어서 그렇게 벙벙해 보이진 않아서 좋아요 ㅎㅎ 전 길이가 길어서 조금 잘라 입을 생각입니다!,다른 분들 후기처럼 비치는 건 있어서 반드시 속치마나 속바지 입고 입어야 해요 근데 많이 비치진 않고 생각보다 옷 소재도 탄탄해서 꾸안꾸룩으로 잘 입을 거 같아요 XS랑 S 고민하다가 소매길이 때문에 S 했는데 잘 선택한 거 같아요 조금 더 피하게 붙었으면 좋겠는데 허리라인 들어가 있어서 그렇게 벙벙해 보이진 않아서 좋아요 전 길이가 길어서 조금 잘라 입을 생각입니다,,"길이, 선택, 소매, 소재, 탄탄하다, 피하"
