Review,Processed_Review,keyword
"그레이색상 쇼츠가 필요했는데 제가 딱 원하던 핏
뚝 떨어지는 무게가 있어서 박스티랑 입을때 좋아요
사실은 가을 후드에 입을려고 구매한거지만
여름에 입기애는 길이감이 길어서
일단 여름티에 그냥 한번 입어보긴했지만 사실..
가을 아이템으로 미리 장만 한거랍니다
빨리 가을이 와서 박스후드에 입고 싶네요",그레이 색상 쇼츠가 필요했는데 제가 딱 원하던 핏 뚝 떨어지는 무게가 있어서 박스티랑 입을 때 좋아요 사실은 가을 후드에 입으려고 구매한 거지만 여름에 입기에는 길이감이 길어서 일단 여름 티에 그냥 한번 입어보긴 했지만 사실 가을 아이템으로 미리 장만 한 거랍니다 빨리 가을이 와서 박스 후드에 입고 싶네요,"가을, 여름, 색상, 무게"
딱 제가 생각한 핏이 나와서 좋습니다 살짝 밝긴 하지만 예뻐요,딱 제가 생각한 핏이 나와서 좋습니다 살짝 밝긴 하지만 예뻐요,"밝다, 핏, 나오다"
"생각보다 핏 잘 살음ㅋㅋ 큰거 사서 허리 땡겨 매고 입으면 됨. 상의는 긴 티 보다 크롭이 나은듯.. 재질은 부드럽고 
화면보다 어두움",생각보다 핏 잘 삶 큰 거 사서 허리 당겨 매고 입으면 됨 상의는 긴 티 보다 크롭이 나은 듯 재질은 부드럽고 화면보다 어두움,"화면, 부드럽다, 재질, 당기다, 크롭, 매다, 상의"
여름에 아무렇게나 입어도 괜찮을 것 같아요 좋아요,여름에 아무렇게나 입어도 괜찮을 것 같아요 좋아요,"아무렇다, 여름"
"사진에서 보이는 그대로 와요! 입기 편하고, 무난해서 다른옷에도 잘어울려요.",사진에서 보이는 그대로 와요 입기 편하고 무난해서 다른 옷에도 잘 어울려요,"무난, 편하다, 어울리다, 오다, 사진, 보이다, 그대로"
통 넉넉하고 허리도 굉장히 편해서 여름에 막 입고다니기 좋은 바지입니다. 재질도 부드럽고 보풀도 안일어나요,통 넉넉하고 허리도 굉장히 편해서 여름에 막 입고 다니기 좋은 바지입니다 재질도 부드럽고 보풀도 안 일어나요,"바지, 여름, 부드럽다, 편하다, 넉넉하다, 허리, 굉장하다, 보풀"
182.7 xl 시켰는데 무릎을 덮다 말아요 참고하세여,xl 시켰는데 무릎을 덮다 말아요 참고하세요,"참고, 말다, 덮다, 무릎, xl"
여행가서 긴면티에 입으니 예뻐서 좋아요.편하게 입기도 좋아요.,여행 가서 긴 면 티에 입으니 예뻐서 좋아요 편하게 입기도 좋아요,"편하다, 가다, 티, 여행"
"운동할때
입으려고 샀는데 넘 좋아요 개편함
라지 그렇게 안크고 여자도 잘맞아요",운동할 때 입으려고 샀는데 너무 좋아요 개편함 라지 그렇게 안 크고 여자도 잘 맞아요,"맞다, 그렇게, 여자도, 크다, 운동, 개편, 함, 라지"
가을까지 입기 좋고 허리 밴딩 조절 가능해서 편하고 좋아요,가을까지 입기 좋고 허리 밴딩 조절 가능해서 편하고 좋아요,"편하다, 가능하다, 가을, 허리, 조절, 밴딩"
"저렴한 가격으로 좋은 퀄리티 옷을 사서 아주 만족스럽습니다. 무신사 답게 배송도 매우 빠르고 옷도 탄탄한게 느껴지고 여러번 세탁해도 변형도 별로 없어서 좋아요. 어디든 어떤 룩이든 무난하게 잘 어울리는 디자인과 색상으로 꾸안꾸 꾸꾸 스타일로도 가능합니다!
제 신체 스펙 기준으로 허리도 조금 크고 기장감도 조금 긴 편이지만 허리는 끈 조이면 되고 위치에 따라 올려입을수도 내려 입을수도 있어서 기장감 조절할 수 있어서 괜찮아요.
가격대비 퀄리티가 훨씬 좋아서 만족해요",저렴한 가격으로 좋은 퀄리티 옷을 사서 아주 만족스럽습니다 무신사답게 배송도 매우 빠르고 옷도 탄탄한 게 느껴지고 여러 번 세탁해도 변형도 별로 없어서 좋아요 어디든 어떤 룩이든 무난하게 잘 어울리는 디자인과 색상으로 꿈 안 꾸 꾸꾸 스타일로도 가능합니다 제 신체 스펙 기준으로 허리도 조금 크고 기장감도 조금 긴 편이지만 허리는 끈 조이면 되고 위치에 따라 올려 입을 수도 내려 입을 수도 있어서 기장감 조절할 수 있어서 괜찮아요 가격 대비 퀄리티가 훨씬 좋아서 만족해요,"저렴하다, 스타, 일로, 세탁, 퀄리티, 디자인, 배송"
"원래 바지를 배꼽 반 정도 가리게 입는데 그렇게 입으면 무릎 위고 제가 원하는 핏으로 입으려면 배꼽 아래에 오게 입어야1해요 168이상이신 분들은 참고하시면 좋을거 같아요! 면이 탄탄해서 보풀은 안 생길거 같습니다 근데 엄마가 계속 왜케 더운옷 샀냐고 뭐라하심,,, 하나도 안 더운데...🥹",원래 바지를 배꼽 반 정도 가리게 입는데 그렇게 입으면 무릎 위고 제가 원하는 핏으로 입으려면 배꼽 아래에 오게 입어야 해요 이상이신 분들은 참고하시면 좋을 거 같아요 면이 탄탄해서 보풀은 안 생길 거 같습니다 근데 엄마가 계속 왜 이렇게 더운 옷 샀냐고 뭐라 하심 하나도 안 더운데,"덥다, 탄탄하다, 엄마, 바지"
이거보다 조금 더 길었으면 더 좋았을 것 같긴 한데 마음에 들고 생각보다 일찍 도착하기도 해서 좋았어요 가성비도 좋고 퀄리티도 나쁘지 않아서 검은색도 사려고 합니다 마음에 들어요!,이거보다 조금 더 길었으면 더 좋았을 것 같긴 한데 마음에 들고 생각보다 일찍 도착하기도 해서 좋았어요 가성비도 좋고 퀄리티도 나쁘지 않아서 검은색도 사려고 합니다 마음에 들어요,"길다, 사려"
여름에 정말 잘입었어요 내년 여름에도 많이 입을 것 같아요,여름에 정말 잘 입었어요 내년 여름에도 많이 입을 것 같아요,"여름, 내년"
이런 가성비 너무 좋은 버뮤다 팬츠를 입고 나니까 그냥 기분이 미쳐 날뛰고 교복 하나 발견 해버렸지 뭡니까｡｡ 사장님 이렇게 파시면 이득이 남나요 ?? 정말 이렇게 장사하시면 저희는 오예 입니다 다들 얼렁 사세요.,이런 가성비 너무 좋은 버뮤다팬츠를 입고 나니까 그냥 기분이 미쳐 날뛰고 교복 하나 발견해버렸지 뭡니까 사장님 이렇게 파시면 이득이 남나요 정말 이렇게 장사하시면 저희는 오 예입니다 다들 얼렁 사세요,"뭡, 미치다, 사장, 님, 파시"
"가격이 너무 저렴해서 속는 기분으로 샀는데
핏은 예뻐요
두꺼운  소재도 아니라서 여름에도 잘 입을 듯 해요
다만 건조기 사용후 기장이 좀 줄어드네요 ㅠ",가격이 너무 저렴해서 속는 기분으로 샀는데 핏은 예뻐요 두꺼운 소재도 아니라서 여름에도 잘 입을 듯해요 다만 건조기 사용 후 기장이 좀 줄어드네요,"건조기, 저렴하다, 여름, 줄다, 드, 소재, 가격, 핏, 기분"
편하게 입기 좋아요. 조금 오버한 느낌 위해서 xl주문해ㅆ고 하리조임 있어서 문제 없습니다.,편하게 입기 좋아요 조금 오버한 느낌 위해서 xl 주문해 고 하리 조임 있어서 문제없습니다,"편하다, 문제, 주문, 위해, 오버, 하리"
좋아요  길이도좋구 허리는 좀 크긴한데 잠옷이나 동네마실갈때 편하게입기좋아요,좋아요 길이도 좋고 허리는 좀 크긴 한데 잠옷이나 동네 마실 갈 때 편하게 입기 좋아요,"잠옷, 편하다, 크다, 말다, 길이, 동네"
아주아주아주 예뻐요 어떤옷이든 다 예쁘게 코디할수있고 처음 받았을땐 무릎 아래로 내려왔는데 건조기 몇번 돌리니까 기징이 줄어들었어요 건조기 안돌리면 그만이죠 생각보다 가볍고 여름에 입긴 살짝 더울듯 가을에 꼭 입어야하는 코디템 꼭사세요,아주아주아주 예뻐요 어떤 옷이든 다 예쁘게 코디할 수 있고 처음 받았을 땐 무릎 아래로 내려왔는데 건조기 몇 번 돌리니까 기징이 줄어들었어요 건조기 안 돌리면 그만이죠 생각보다 가볍고 여름에 입긴 살짝 더울 듯 가을에 꼭 입어야 하는 코디엠 꼭 사세요,"건조기, 이든, 가을, 가볍다, 무릎, 아주아주, 줄어들다, 여름, 아래, 내려오다"
딱 여름에 입기 좋은 원단 얇기 인 것 같아요 무난템으로 완전 추천해요,딱 여름에 입기 좋은 원단 얇기 인 것 같아요 무난 템으로 정말 추천해요,"추천, 여름, 얇다, 원단, 무난"
휘뚜루마뚜루 편해여 손이 젤 잘가는 바지중 하나 입니다 !,휘뚜루마뚜루 편해요 손이 젤 잘 가는 바지 중 하나입니다,"바지, 손, 편하다, 휘뚜루마뚜루, 하나, 가다"
얇고 부드럽고 조재가 개아나요. 여름에 시원하게 잘 입을께요.,얇고 부드럽고 조재가 게 아나요 여름에 시원하게 잘 입을게요,"여름, 부드럽다, 얇다, 시원하다, 아, 조, 재"
운동할때 입으려고 구매했는데 와이드핏이라 활동할때 너무 편하고 원단이 도톰해서 핏도 좋네여 잘 입을것같아요,운동할 때 입으려고 구매했는데 와이드 핏이라 활동할 때 너무 편하고 원단이 도톰해서 핏도 좋네요 잘 입을 것 같아요,"편하다, 핏, 운동, 도톰하다, 원단"
이거 진짜 잠옷임 맨날입음 걍 흰색이나 검은색 반팔에 입으면 예쁨 글고 짱편함 크크,이거 진짜 잠옷임 맨날 입음 그냥 흰색이나 검은색 반팔에 입으면 예쁨 그리고 짱편함 크크,"팔, 흰색, 짱, 편하다, 그냥, 잠옷"
"올 여름 교복 찾았다 ㅎ 
편하고 힙하고 비 오는 날 입으면 굳",올여름 교복 찾았다 편하고 히프하고 비 오는 날 입으면 굳,"편하다, 오다, 히프, 찾다, 올여름, 교복"
여름이라 휘뚜루마뚜루 입고 다니기 좋을 것 같아요,여름이라 휘뚜루마뚜루 입고 다니기 좋을 것 같아요,"휘뚜루마뚜루, 여름"
여름에 휘뚜루마뚜루 입을수 있는데 이번 오프시즌에 싼 가격에 사는게 좋아요,여름에 휘뚜루마뚜루 입을 수 있는데 이번 오프시즌에 싼 가격에 사는 게 좋아요,"여름, 가격, 오프, 시즌, 휘뚜루마뚜루, 살다"
무난한 버뮤다 팬츠입니다 예쁘고 기장도 괜찮아요 알러뷰,무난한 버뮤다팬츠입니다 예쁘고 기장도 괜찮아요 아이 러브 유,"러브, 버뮤다, 팬츠, 무난, 기장"
"범뮤다 팬츠의 핀턱이 들어가있고 소재도 보들보들한개
좋았고 편하게  입기에는 재격이애요
옷입을때 팁을 주자면  범뷰다팬츠가 무릎까지 오는 기장이니깐  어색할수있어요 그러니 발목양말로  다리의 여백을 채워주면 좋습니다.",범뮤다 팬츠의 핀턱이 들어가 있고 소재도 보들보들한 개 좋았고 편하게 입기에는 재격이 애요 옷 입을 때 팁을 주자면 범부다 팬츠가 무릎까지 오는 기장이니깐 어색할 수 있어요 그러니 발목 양말로 다리의 여백을 채워주면 좋습니다,"발목, 무릎, 팬츠, 소재, 팁, 편하다, 다리, 어색하다"
허리 밴딩이 허리를 잘 감싸줘서 좋았고 마감처리 역시 좋았습니다.,허리 밴딩이 허리를 잘 감싸줘서 좋았고 마감 처리 역시 좋았습니다,"밴딩, 마감, 감싸다, 허리, 처리"
바지가 너무 편하고 ㅎㄸㄹㅁㄸㄹ 입기 좋네요 다만 바지기장이 생각보다 애매한느낌?,바지가 너무 편하고 입기 좋네요 다만 바지 기장이 생각보다 애매한 느낌,"편하다, 바지, 애매하다, 기장"
"첫 버뮤다 편하고 예뻐요
하지만 허리가 커서 완전 조여야 합니도 ..",첫 버뮤다 편하고 예뻐요 하지만 허리가 커서 정말 조여야 합니다,"커서, 편하다, 조여, 허리, 버뮤다"
편하게 입기 좋은 바지입니다. 주머니도 깊고 원단도 탄탄한편인 것 같아요 ! 가격도 저렴한 편이라 추천드립니다,편하게 입기 좋은 바지입니다 주머니도 깊고 원단도 탄탄한 편인 것 같아요 가격도 저렴한 편이라 추천드립니다,"저렴하다, 주머니, 바지, 추천, 드리다, 편하다, 편이, 원단"
저가 원하는 핏이고 사이즈 적당하고 이쁘고 좋네요. 만족합니다,저가 원하는 핏이고 사이즈 적당하고 이쁘고 좋네요 만족합니다,"만족하다, 핏, 이고, 적당하다, 저가, 원하다, 사이즈"
버뮤다 팬츠 처음사보는데 핏이 맘에들어용 재질도탄탄하고 오래잘입을수잇을거같아용,버뮤다팬츠 처음 사보는데 핏이 맘에 들어요 재질도 탄탄하고 오래 잘 입을 수 있을 거 같아요,"사보다, 핏, 재질, 처음, 버뮤다, 팬츠"
"이 가격에 이퀄리티? 절대 안살이유없죠?
보통 남성 체격인데 님들이 원하는 버뮤다핏 입으려면 XL가 맞을거에요.
허리 끈도 있어서 허리도 적당하고 기장감, 밑위 다 너무 만족함요.
아 물론 가격이 가격이니만큼 퀄리티는 기대하지마세요
전체적인 마감 상태 별로긴함요.",이 가격에 이퀄리티 절대 한 살 이유 없죠 보통 남성 체격인데 님들이 원하는 버뮤다 핏 입으려면 XL가 맞을 거예요 허리 끈도 있어서 허리도 적당하고 기장감 밑위 다 너무 만족함요 아 물론 가격이 가격이니만큼 퀄리티는 기대하지 마세요 전체적인 마감 상태 별로 긴함요,"가격, 퀄리티, 남성, 끈, 보통, 허리, 밑위"
여름이라 그냥 가볍게 입으려고 샀는데 너무 편하고 시원햐요 ㅠㅠ,여름이라 그냥 가볍게 입으려고 샀는데 너무 편하고 시원해요,"가볍다, 시원하다, 편하다, 그냥, 여름"
가성비 좋은 제풍.편하게 입을려고 구매했는데 무난무난합니다.핏 괜찮아요.,가성비 좋은 제풍 편하게 입으려고 구매했는데 무난무난합니다핏 괜찮아요,"무난, 핏, 편하다, 가성비, 풍"
"통이랑 기장감이 딱 제가 원하던 사이즈예요
할인해서 사봤는데 너무 맘에 들어서 요즘 거의 교복처럼 입고 있어요!
핀턱 두께감도 좋고 너무 얇지도 않고 두껍지도 않아서 핏이 너무 이쁘게 잡히는 거 같아요",통이랑 기장감이 딱 제가 원하던 사이즈예요 할인해서 사봤는데 너무 맘에 들어서 요즘 거의 교복처럼 입고 있어요 핀턱 두께감도 좋고 너무 얇지도 않고 두껍지도 않아서 핏이 너무 이쁘게 잡히는 거 같아요,"교복, 처럼, 두껍다, 할인, 얇다, 사이즈, 사보다, 두께감, 원하다"
최구..! 핏 너무 이쁩니다 제 키면 사이즈L 추천입니다 허리 밴딩 잘 되어있어서 크단 느낌 안 나요ㅎㅎ,최구 핏 너무 이쁩니다 제 키면 사이즈 L 추천입니다 허리 밴딩 잘 되어있어서 크단 느낌 안 나요,"추천, 밴딩, 사이즈, 되어다, 키, 나요, 최구, 허리"
사이즈가 딱 버뮤다 팬츠 사이즈라 너무 좋아요 너무 길지도 짧지도 않아서좋아요 그리고 여름에 입기좋에 원단이 얇아서 시원하고 코디도 하면서 일석이조 입니다 아주좋습니다!👍,사이즈가 딱 버뮤다팬츠 사이즈라 너무 좋아요 너무 길지도 짧지도 않아서 좋아요 그리고 여름에 입기 좋에 원단이 얇아서 시원하고 코디도 하면서 일석이조입니다 아주 좋습니다,"사이즈, 여름, 짧다, 얇다, 일석이조"
아주아주 마음에 듭니다 가격도 합리적이고 기장도 너무 짧지 않고 딱 원하던 기장이네요! 블랙도 구매 예정이에요,아주아주 마음에 듭니다 가격도 합리적이고 기장도 너무 짧지 않고 딱 원하던 기장이네요 블랙도 구매 예정이에요,"블랙, 가격, 원하다, 아주아주, 합리, 이고, 예정, 기장"
제일큰사이즈로구매 아주좋습니다 넉넉하니 편하고 주머니도깊어마음에 들어요.자주입을것 같아요.가격대비굿,제일 큰 사이즈로 구매 아주 좋습니다 넉넉하니 편하고 주머니도 깊어 마음에 들어요 자주 입을 것 같아요 가격 대비 굿,"넉넉하다, 편하다, 주머니, 사이즈"
요즘 버뮤다팬츠 너무 좋아해서 찾아보는 중이었는데 가격도 너무 착하고 심플해서 구매하게 되었어요! 생각보다 너무너무 편했고 부들부들해서 좋았어요!! 아주 조금 아쉬운건 기장이 살짝 애매해서 L을 샀으면 더 좋았을거같네요!!,요즘 버뮤다팬츠 너무 좋아해서 찾아보는 중이었는데 가격도 너무 착하고 심플해서 구매하게 되었어요 생각보다 너무너무 편했고 부들부들해서 좋았어요 아주 조금 아쉬운 건 기장이 살짝 애매해서 L을 샀으면 더 좋았을 거 같네요,"착하다, 가격, 아쉽다"
저렴한 가격에 좋은 상품 잘 구매한거 같아서 만족합니다 배송이 다소 오래걸렸지만 그래도 만족하고 있습니다,저렴한 가격에 좋은 상품 잘 구매한 거 같아서 만족합니다 배송이 다소 오래 걸렸지만 그래도 만족하고 있습니다,"만족하다, 배송, 걸리다, 가격"
"이브랜드 처음사보는데 좋네요 편하고 
고민하지 마시고 사세요",이브랜드 처음 사보는데 좋네요 편하고 고민하지 마시고 사세요,"고민, 사보다, 말다, 편하다, 처음, 브랜드"
친구가 입은게 예뻐서 따라샀는데 배송이 생각보다 빨랐고 상품도 꼼꼼하고 안전하게 왔습니다! 여름에 입기 딱 좋을 거 같고 원하는 핏 나와서 여름내내 이것만 입을 거 같아용,친구가 입은 게 예뻐서 따라샀는데 배송이 생각보다 빨랐고 상품도 꼼꼼하고 안전하게 왔습니다 여름에 입기 딱 좋을 거 같고 원하는 핏 나와서 여름 내내 이것만 입을 거 같아요,"상품, 여름, 따르다, 안전하다, 빠르다, 친구"
